Epoch 1: train loss 0.13495896756649017, accuracy 0.5023923444976076
Epoch 2: train loss 0.011362830176949501, accuracy 0.9548872180451128
Epoch 3: train loss 0.0028863800689578056, accuracy 0.9849624060150376
Epoch 4: train loss 0.001938745379447937, accuracy 0.9876965140123035
Epoch 5: train loss 0.0020575490780174732, accuracy 0.9917976760082023
Epoch 6: train loss 0.00154851411934942, accuracy 0.9924812030075187
Epoch 7: train loss 0.0013418842572718859, accuracy 0.9965823650034177
Epoch 8: train loss 0.001307741622440517, accuracy 0.9924812030075187
Epoch 9: train loss 0.0015465164324268699, accuracy 0.9917976760082023
Epoch 10: train loss 0.0009280146332457662, accuracy 0.9952153110047847
Epoch 1: train loss 0.0023094499483704567, accuracy 0.987012987012987
Epoch 2: train loss 0.002113992813974619, accuracy 0.9897470950102529
Epoch 3: train loss 0.0016878530150279403, accuracy 0.9904306220095693
Epoch 4: train loss 0.0015543075278401375, accuracy 0.9911141490088858
Epoch 5: train loss 0.0017083575949072838, accuracy 0.9904306220095693
Epoch 6: train loss 0.0011181016452610493, accuracy 0.9952153110047847
Epoch 7: train loss 0.0008476926595903933, accuracy 0.9952153110047847
Epoch 8: train loss 0.0007462201174348593, accuracy 0.9952153110047847
Epoch 9: train loss 0.0004995883791707456, accuracy 0.9965823650034177
Epoch 10: train loss 0.0005005040438845754, accuracy 0.9986329460013671
Epoch 1: train loss 0.0016642542323097587, accuracy 0.9897470950102529
Epoch 2: train loss 0.0013664510333910584, accuracy 0.9938482570061518
Epoch 3: train loss 0.0012357980012893677, accuracy 0.9924812030075187
Epoch 4: train loss 0.0007658329559490085, accuracy 0.9958988380041012
Epoch 5: train loss 0.0008485600701533258, accuracy 0.9958988380041012
Epoch 6: train loss 0.0007928007980808616, accuracy 0.9958988380041012
Epoch 7: train loss 0.0006050384254194796, accuracy 0.9952153110047847
Epoch 8: train loss 0.0003001465811394155, accuracy 0.9993164730006835
Epoch 9: train loss 0.0004183996934443712, accuracy 0.9972658920027341
Epoch 10: train loss 0.00018949012155644596, accuracy 0.9993164730006835
Epoch 1: train loss 0.0014028310542926192, accuracy 0.9924812030075187
Epoch 2: train loss 0.0014645892661064863, accuracy 0.9897470950102529
Epoch 3: train loss 0.0007760662701912224, accuracy 0.9952153110047847
Epoch 4: train loss 0.0007693922962062061, accuracy 0.9965823650034177
Epoch 5: train loss 0.00038976033101789653, accuracy 0.9979494190020506
Epoch 6: train loss 0.00038962956750765443, accuracy 0.9979494190020506
Epoch 7: train loss 0.0003018962452188134, accuracy 0.9986329460013671
Epoch 8: train loss 0.00033091605291701853, accuracy 0.9993164730006835
Epoch 9: train loss 0.0005528880865313113, accuracy 0.9979494190020506
Epoch 10: train loss 0.00010800999007187784, accuracy 1.0
Epoch 1: train loss 0.001194172422401607, accuracy 0.9945317840054683
Epoch 2: train loss 0.0007394250715151429, accuracy 0.9972658920027341
Epoch 3: train loss 0.000742791686207056, accuracy 0.9938482570061518
Epoch 4: train loss 0.0004737535200547427, accuracy 0.9958988380041012
Epoch 5: train loss 0.0003624878008849919, accuracy 0.9979494190020506
Epoch 6: train loss 0.00019534447346813977, accuracy 0.9993164730006835
Epoch 7: train loss 0.00010621274122968316, accuracy 1.0
Epoch 8: train loss 0.0001453170698368922, accuracy 0.9993164730006835
Epoch 9: train loss 0.00010211149492533877, accuracy 1.0
Epoch 10: train loss 4.682761209551245e-05, accuracy 1.0
Epoch 1: train loss 0.0013907091924920678, accuracy 0.9917976760082023
Epoch 2: train loss 0.0007253951043821871, accuracy 0.9952153110047847
Epoch 3: train loss 0.0004911040305159986, accuracy 0.9958988380041012
Epoch 4: train loss 0.0002502399147488177, accuracy 0.9986329460013671
Epoch 5: train loss 0.00012993677228223532, accuracy 1.0
Epoch 6: train loss 7.91526326793246e-05, accuracy 1.0
Epoch 7: train loss 5.828478606417775e-05, accuracy 1.0
Epoch 8: train loss 4.884848385700025e-05, accuracy 1.0
Epoch 9: train loss 4.191947300569154e-05, accuracy 1.0
Epoch 10: train loss 3.4156455512857065e-05, accuracy 1.0
Epoch 1: train loss 0.001041119103319943, accuracy 0.9945317840054683
Epoch 2: train loss 0.0007164468406699598, accuracy 0.9965823650034177
Epoch 3: train loss 0.00022712988720741123, accuracy 0.9993164730006835
Epoch 4: train loss 0.00014575965178664774, accuracy 1.0
Epoch 5: train loss 0.000144081175676547, accuracy 0.9993164730006835
Epoch 6: train loss 5.713569771614857e-05, accuracy 1.0
Epoch 7: train loss 4.377463847049512e-05, accuracy 1.0
Epoch 8: train loss 4.3726071453420445e-05, accuracy 1.0
Epoch 9: train loss 3.1048879463924095e-05, accuracy 1.0
Epoch 10: train loss 2.766754914773628e-05, accuracy 1.0
Epoch 1: train loss 0.0010915091261267662, accuracy 0.9938482570061518
Epoch 2: train loss 0.0003578330797608942, accuracy 0.9979494190020506
Epoch 3: train loss 0.00018149620154872537, accuracy 1.0
Epoch 4: train loss 8.934527431847528e-05, accuracy 1.0
Epoch 5: train loss 5.3276537073543295e-05, accuracy 1.0
Epoch 6: train loss 7.054558955132961e-05, accuracy 1.0
Epoch 7: train loss 4.6775669034104794e-05, accuracy 1.0
Epoch 8: train loss 3.8313835830194876e-05, accuracy 1.0
Epoch 9: train loss 3.3585467463126406e-05, accuracy 1.0
Epoch 10: train loss 2.9730730602750555e-05, accuracy 1.0
Epoch 1: train loss 0.0007467029499821365, accuracy 0.9965823650034177
Epoch 2: train loss 0.00019375781994313002, accuracy 0.9993164730006835
Epoch 3: train loss 0.00011192576494067907, accuracy 1.0
Epoch 4: train loss 8.67998314788565e-05, accuracy 1.0
Epoch 5: train loss 5.11673279106617e-05, accuracy 1.0
Epoch 6: train loss 4.135260678594932e-05, accuracy 1.0
Epoch 7: train loss 3.3868309401441365e-05, accuracy 1.0
Epoch 8: train loss 3.0050632631173357e-05, accuracy 1.0
Epoch 9: train loss 2.689411303435918e-05, accuracy 1.0
Epoch 10: train loss 2.4096194465528242e-05, accuracy 1.0
Epoch 1: train loss 0.0005350954597815871, accuracy 0.9972658920027341
Epoch 2: train loss 0.0003201249346602708, accuracy 0.9986329460013671
Epoch 3: train loss 0.00011851632734760642, accuracy 1.0
Epoch 4: train loss 5.7706663938006386e-05, accuracy 1.0
Epoch 5: train loss 3.827898035524413e-05, accuracy 1.0
Epoch 6: train loss 2.9840843126294203e-05, accuracy 1.0
Epoch 7: train loss 2.4473090888932347e-05, accuracy 1.0
Epoch 8: train loss 2.2176469428814016e-05, accuracy 1.0
Epoch 9: train loss 2.085543019347824e-05, accuracy 1.0
Epoch 10: train loss 1.823083766794298e-05, accuracy 1.0
Epoch 1: train loss 0.0007759987493045628, accuracy 0.9958988380041012
Epoch 2: train loss 0.00020450579177122563, accuracy 0.9993164730006835
Epoch 3: train loss 7.447908137692139e-05, accuracy 1.0
Epoch 4: train loss 9.10855524125509e-05, accuracy 1.0
Epoch 5: train loss 2.9073109544697218e-05, accuracy 1.0
Epoch 6: train loss 2.2225680368137546e-05, accuracy 1.0
Epoch 7: train loss 1.9925913875340484e-05, accuracy 1.0
Epoch 8: train loss 1.7711570762912743e-05, accuracy 1.0
Epoch 9: train loss 1.67412799783051e-05, accuracy 1.0
Epoch 10: train loss 1.632850216992665e-05, accuracy 1.0
Epoch 1: train loss 0.00028981210198253393, accuracy 0.9986329460013671
Epoch 2: train loss 0.0002577058330643922, accuracy 0.9993164730006835
Epoch 3: train loss 0.00014238448056858033, accuracy 0.9986329460013671
Epoch 4: train loss 5.132073783897795e-05, accuracy 1.0
Epoch 5: train loss 2.4197761376854032e-05, accuracy 1.0
Epoch 6: train loss 2.0505105567281134e-05, accuracy 1.0
Epoch 7: train loss 1.8035771063296124e-05, accuracy 1.0
Epoch 8: train loss 1.5909028661553748e-05, accuracy 1.0
Epoch 9: train loss 1.442094799131155e-05, accuracy 1.0
Epoch 10: train loss 1.346632961940486e-05, accuracy 1.0
Epoch 1: train loss 0.00027040360146202147, accuracy 0.9986329460013671
Epoch 2: train loss 0.00016221596160903573, accuracy 0.9993164730006835
Epoch 3: train loss 3.204403037671e-05, accuracy 1.0
Epoch 4: train loss 2.0927021978423e-05, accuracy 1.0
Epoch 5: train loss 1.6825189959490672e-05, accuracy 1.0
Epoch 6: train loss 1.4991219359217212e-05, accuracy 1.0
Epoch 7: train loss 1.452252035960555e-05, accuracy 1.0
Epoch 8: train loss 1.243637416337151e-05, accuracy 1.0
Epoch 9: train loss 1.136445553129306e-05, accuracy 1.0
Epoch 10: train loss 1.0469966582604684e-05, accuracy 1.0
Epoch 1: train loss 0.0005695489817298949, accuracy 0.9965823650034177
Epoch 2: train loss 0.0002127287443727255, accuracy 0.9986329460013671
Epoch 3: train loss 3.279339216533117e-05, accuracy 1.0
Epoch 4: train loss 1.6344843970728107e-05, accuracy 1.0
Epoch 5: train loss 1.4680896128993481e-05, accuracy 1.0
Epoch 6: train loss 1.277054070669692e-05, accuracy 1.0
Epoch 7: train loss 1.1652474313450512e-05, accuracy 1.0
Epoch 8: train loss 1.074328611139208e-05, accuracy 1.0
Epoch 9: train loss 9.758711712493096e-06, accuracy 1.0
Epoch 10: train loss 9.233774107997306e-06, accuracy 1.0
Epoch 1: train loss 8.159501885529608e-05, accuracy 0.9993164730006835
Epoch 2: train loss 4.3244774133199826e-05, accuracy 1.0
Epoch 3: train loss 2.2452668417827226e-05, accuracy 1.0
Epoch 4: train loss 1.8124068446923047e-05, accuracy 1.0
Epoch 5: train loss 1.4674533304059878e-05, accuracy 1.0
Epoch 6: train loss 1.5017729310784489e-05, accuracy 1.0
Epoch 7: train loss 1.2649676136788912e-05, accuracy 1.0
Epoch 8: train loss 1.2041673471685499e-05, accuracy 1.0
Epoch 9: train loss 1.0997421668434981e-05, accuracy 1.0
Epoch 10: train loss 1.0134738658962306e-05, accuracy 1.0
Epoch 1: train loss 5.454373967950232e-05, accuracy 1.0
Epoch 2: train loss 3.0505088943755254e-05, accuracy 1.0
Epoch 3: train loss 2.2602313038078137e-05, accuracy 1.0
Epoch 4: train loss 1.8382415873929858e-05, accuracy 1.0
Epoch 5: train loss 1.4507503692584578e-05, accuracy 1.0
Epoch 6: train loss 1.319723014603369e-05, accuracy 1.0
Epoch 7: train loss 1.2353451893432066e-05, accuracy 1.0
Epoch 8: train loss 1.0971701158268843e-05, accuracy 1.0
Epoch 9: train loss 1.0281433787895367e-05, accuracy 1.0
Epoch 10: train loss 9.32392958929995e-06, accuracy 1.0
Epoch 1: train loss 4.5503740693675354e-05, accuracy 1.0
Epoch 2: train loss 3.5547007428249344e-05, accuracy 1.0
Epoch 3: train loss 1.8647157048690133e-05, accuracy 1.0
Epoch 4: train loss 1.4575413842976559e-05, accuracy 1.0
Epoch 5: train loss 1.491210514359409e-05, accuracy 1.0
Epoch 6: train loss 1.1035843272111379e-05, accuracy 1.0
Epoch 7: train loss 1.0498029041627888e-05, accuracy 1.0
Epoch 8: train loss 9.630942258809227e-06, accuracy 1.0
Epoch 9: train loss 8.871799764165189e-06, accuracy 1.0
Epoch 10: train loss 8.225428246078081e-06, accuracy 1.0
Epoch 1: train loss 3.868460044031963e-05, accuracy 1.0
Epoch 2: train loss 2.692020461836364e-05, accuracy 1.0
Epoch 3: train loss 1.5711742889834568e-05, accuracy 1.0
Epoch 4: train loss 1.3359378499444574e-05, accuracy 1.0
Epoch 5: train loss 1.1515994629007764e-05, accuracy 1.0
Epoch 6: train loss 1.0991457202180754e-05, accuracy 1.0
Epoch 7: train loss 9.763189154909924e-06, accuracy 1.0
Epoch 8: train loss 9.115165994444396e-06, accuracy 1.0
Epoch 9: train loss 8.354094461537898e-06, accuracy 1.0
Epoch 10: train loss 7.659300536033697e-06, accuracy 1.0
Epoch 1: train loss 3.0539988074451685e-05, accuracy 1.0
Epoch 2: train loss 1.930963662744034e-05, accuracy 1.0
Epoch 3: train loss 1.4089689102547709e-05, accuracy 1.0
Epoch 4: train loss 1.24479620353668e-05, accuracy 1.0
Epoch 5: train loss 1.1225307389395311e-05, accuracy 1.0
Epoch 6: train loss 9.837366633291822e-06, accuracy 1.0
Epoch 7: train loss 9.641582437325269e-06, accuracy 1.0
Epoch 8: train loss 8.744899787416216e-06, accuracy 1.0
Epoch 9: train loss 7.870205081417225e-06, accuracy 1.0
Epoch 10: train loss 7.420844667649362e-06, accuracy 1.0
Epoch 1: train loss 1.8644177544047125e-05, accuracy 1.0
Epoch 2: train loss 1.561836870678235e-05, accuracy 1.0
Epoch 3: train loss 1.3544103239837568e-05, accuracy 1.0
Epoch 4: train loss 1.3358736396185122e-05, accuracy 1.0
Epoch 5: train loss 1.065571359504247e-05, accuracy 1.0
Epoch 6: train loss 9.753752237884328e-06, accuracy 1.0
