Epoch 1: train loss 0.003936493769288063, accuracy 0.9859282796187018
Epoch 2: train loss 0.000999875832349062, accuracy 0.9963685882886972
Epoch 3: train loss 0.0005154637037776411, accuracy 0.998411257376305
Epoch 4: train loss 0.0008008497534319758, accuracy 0.9959146618247844
Epoch 5: train loss 0.0005985465832054615, accuracy 0.9975034044484793
Epoch 6: train loss 0.0001523750543128699, accuracy 0.9993191103041307
Epoch 7: train loss 0.00016795520787127316, accuracy 0.9995460735360872
Epoch 8: train loss 0.0003873103705700487, accuracy 0.9979573309123921
Epoch 9: train loss 0.00035482647945173085, accuracy 0.9990921470721743
Epoch 10: train loss 0.00010776526323752478, accuracy 0.9997730367680435
Epoch 1: train loss 0.0029743798077106476, accuracy 0.9900136177939174
Epoch 2: train loss 0.001271270215511322, accuracy 0.9945528824330458
Epoch 3: train loss 0.00035899205249734223, accuracy 0.998411257376305
Epoch 4: train loss 0.00033351388992741704, accuracy 0.998411257376305
Epoch 5: train loss 0.00033061084104701877, accuracy 0.9986382206082615
Epoch 6: train loss 0.00011468039156170562, accuracy 0.9995460735360872
Epoch 7: train loss 0.0004027507675345987, accuracy 0.998411257376305
Epoch 8: train loss 0.0008524914155714214, accuracy 0.9981842941443486
Epoch 9: train loss 0.0005161452572792768, accuracy 0.9975034044484793
Epoch 10: train loss 0.00010838688467629254, accuracy 0.9997730367680435
Epoch 1: train loss 0.002404747297987342, accuracy 0.9922832501134816
Epoch 2: train loss 0.0009678772767074406, accuracy 0.9950068088969587
Epoch 3: train loss 0.000788377074059099, accuracy 0.9952337721289151
Epoch 4: train loss 0.00041977825458161533, accuracy 0.9981842941443486
Epoch 5: train loss 0.00014922389527782798, accuracy 0.9993191103041307
Epoch 6: train loss 0.0002726747188717127, accuracy 0.998411257376305
Epoch 7: train loss 0.0003410974459256977, accuracy 0.9995460735360872
Epoch 8: train loss 0.00129231926985085, accuracy 0.9961416250567408
Epoch 9: train loss 0.0005059479153715074, accuracy 0.9979573309123921
Epoch 10: train loss 0.00011126491153845564, accuracy 0.9997730367680435
Epoch 1: train loss 0.0028640658129006624, accuracy 0.9904675442578302
Epoch 2: train loss 0.0008279928006231785, accuracy 0.9959146618247844
Epoch 3: train loss 0.000468043057480827, accuracy 0.9979573309123921
Epoch 4: train loss 0.00037337769754230976, accuracy 0.998411257376305
Epoch 5: train loss 0.0004599144449457526, accuracy 0.9979573309123921
Epoch 6: train loss 0.00019001889450009912, accuracy 0.9995460735360872
Epoch 7: train loss 0.0001219579644384794, accuracy 0.9993191103041307
Epoch 8: train loss 5.283785503706895e-05, accuracy 1.0
Epoch 9: train loss 4.56833113275934e-05, accuracy 1.0
Epoch 10: train loss 0.0002473271742928773, accuracy 0.9988651838402178
Epoch 1: train loss 0.0027793447952717543, accuracy 0.9891057648660917
Epoch 2: train loss 0.0005823164829052985, accuracy 0.9975034044484793
Epoch 3: train loss 0.0007629054016433656, accuracy 0.9961416250567408
Epoch 4: train loss 0.0006440505385398865, accuracy 0.9961416250567408
Epoch 5: train loss 0.0003660762158688158, accuracy 0.9988651838402178
Epoch 6: train loss 0.00020189186034258455, accuracy 0.9988651838402178
Epoch 7: train loss 0.0002593441749922931, accuracy 0.9988651838402178
Epoch 8: train loss 0.00012131661060266197, accuracy 0.9997730367680435
Epoch 9: train loss 0.00030434521613642573, accuracy 0.9990921470721743
Epoch 10: train loss 0.00021451388602145016, accuracy 0.9986382206082615
Epoch 1: train loss 0.002515633823350072, accuracy 0.9904675442578302
Epoch 2: train loss 0.00045476111699827015, accuracy 0.9986382206082615
Epoch 3: train loss 0.0005325268721207976, accuracy 0.9970494779845664
Epoch 4: train loss 0.0003172918513882905, accuracy 0.9986382206082615
Epoch 5: train loss 0.0003259831282775849, accuracy 0.9990921470721743
Epoch 6: train loss 0.0002534381055738777, accuracy 0.9990921470721743
Epoch 7: train loss 0.00023297008010558784, accuracy 0.9986382206082615
Epoch 8: train loss 0.0002607035276014358, accuracy 0.9993191103041307
Epoch 9: train loss 0.0001274812238989398, accuracy 0.9995460735360872
Epoch 10: train loss 0.00031325797317549586, accuracy 0.9981842941443486
Epoch 1: train loss 0.002044233726337552, accuracy 0.9929641398093508
Epoch 2: train loss 0.0005338656483218074, accuracy 0.9970494779845664
Epoch 3: train loss 0.0004259520792402327, accuracy 0.9981842941443486
Epoch 4: train loss 0.0008928145398385823, accuracy 0.9970494779845664
Epoch 5: train loss 0.00014857722271699458, accuracy 0.9993191103041307
Epoch 6: train loss 0.00017525731527712196, accuracy 0.9993191103041307
Epoch 7: train loss 0.00037222704850137234, accuracy 0.9977303676804358
Epoch 8: train loss 0.000987726147286594, accuracy 0.9963685882886972
Epoch 9: train loss 0.00019134668400511146, accuracy 0.9990921470721743
Epoch 10: train loss 0.00017076873336918652, accuracy 0.9988651838402178
Epoch 1: train loss 0.001903356285765767, accuracy 0.9934180662732637
Epoch 2: train loss 0.0006832325016148388, accuracy 0.9965955515206536
Epoch 3: train loss 0.0005853282636962831, accuracy 0.9970494779845664
Epoch 4: train loss 0.0003179799532517791, accuracy 0.9986382206082615
Epoch 5: train loss 0.00011255269782850519, accuracy 0.9995460735360872
Epoch 6: train loss 0.00011770238779718056, accuracy 0.9995460735360872
Epoch 7: train loss 0.00017169429338537157, accuracy 0.9990921470721743
Epoch 8: train loss 0.00010518696944927797, accuracy 0.9993191103041307
Epoch 9: train loss 8.971225906861946e-05, accuracy 0.9997730367680435
Epoch 10: train loss 4.4751912355422974e-05, accuracy 1.0
